index,sentence,length
3054,I'm sure he was.,1.1
3055,I'm sure he was.,1.2
3056,What have you learned from launching and running CalmAI and TinyCorp?,3.2
3057,So this starting a company from an idea and scaling it.,4.36
3058,"And by the way, I'm all in on TinyBox.",1.44
3059,"So I'm your, I guess it's pre-order only now.",4.2
3060,I want to make sure it's good.,1.22
3061,"I want to make sure that like the thing that I deliver is like not going to be like a Quest 2, which you buy and use twice.",6.16
3062,"I mean, it's better than a Quest, which you bought and used less than once statistically.",4.12
3063,"Well, if there's a beta program for a TinyBox, I'm into.",3.56
3064,Sounds good.,0.44
3065,"I won't be the whiny, I'll be the tech savvy user of the TinyBox just to be in the early days.",8.56
3066,What have you learned from building these companies?,1.88
3067,The longest time at CalmAI I asked why did I start a company?,6.24
3068,Why did I do this?,0.94
3069,"Um, you know, what else was I going to do?",2.98
3070,"So you like, you like bringing ideas to life.",5.16
3071,"With CalmAI, it really started as an ego battle with Elon.",5.22
3072,I wanted to beat him.,1.5
3073,"Like I saw a worthy adversary, you know?",1.98
3074,Here's a worthy adversary who I can beat at self-driving cars.,2.56
3075,"And like, I think we've kept pace and I think he's kept ahead.",3.06
3076,I think that's what's ended up happening there.,1.62
3077,"But I do think CalmAI is, I mean, CalmAI's profitable.",3.3
3078,"Like, and like when this drive GPT stuff starts working, that's it.",3.86
3079,There's no more like bugs in the loss function.,1.66
3080,Like right now we're using like a hand-coded simulator.,1.7
3081,There's no more bugs.,0.74
3082,This is going to be it.,0.66
3083,Like this is the run-up to driving.,1.56
3084,"I hear a lot of really, a lot of props for Compile for CalmAI.",4.74
3085,"It's so, it's better than FSD and Autopilot in certain ways.",3.82
3086,It has a lot more to do with which feel you like.,2.5
3087,We lowered the price on the hardware to $14.99.,2.12
3088,You know how hard it is to ship reliable consumer electronics that go on your windshield?,4.06
3089,We're doing more than like most cell phone companies.,4.16
3090,"How'd you pull that off, by the way?",1.16
3091,Shipping a product that goes in a car.,1.68
3092,"I know, I have an SMT line.",3.04
3093,"It's all, I make all the boards in-house in San Diego.",2.12
3094,Quality control.,0.94
3095,"I care immensely about it, actually.",1.64
3096,You're basically a mom and pop shop with great testing.,4.76
3097,"Our head of OpenPilot is great at like, you know, okay, I want all the commentaries to be identical.",5.84
3098,Yeah.,0.3
3099,"And yeah, I mean, you know, it's, look, it's $14.99.",2.72
3100,30-day money back guarantee.,2.42
3101,It will blow your mind at what it can do.,2.96
3102,Is it hard to scale?,0.76
3103,You know what?,1.22
3104,There's kind of downsides to scaling it.,1.48
3105,"People are always like, why don't you advertise?",1.36
3106,Our mission is to solve self-driving cars while delivering shipable intermediaries.,3.14
3107,Our mission has nothing to do with selling a million boxes.,1.98
3108,It's tawdry.,0.86
3109,Do you think it's possible that Kama gets sold?,3.36
3110,Only if I felt someone could accelerate that mission and wanted to keep it open source.,5.78
3111,"And like, not just wanted to, I don't believe what anyone says.",2.68
3112,I believe incentives.,1.12
3113,"If a company wanted to buy Kama with their incentives or to keep it open source, but Kama doesn't stop at the cars.",6.66
3114,The cars are just the beginning.,0.88
3115,The device is a human head.,1.22
3116,"The device has two eyes, two ears.",1.72
3117,"It breathes air, has a mouth.",1.86
3118,So you think this goes to embodied robotics?,2.6
3119,We sell Kama bodies too.,1.32
3120,"You know, they're very rudimentary.",2.0
3121,But one of the problems that we're running into is that the Kama 3 has about as much intelligence as a bee.,7.86
3122,"If you want a human's worth of intelligence, you're gonna need a tiny rack, not even a tiny box.",5.4
3123,"You're gonna need like a tiny rack, maybe even more.",1.84
3124,"How does that, how do you put legs on that?",2.58
3125,"You don't, and there's no way you can.",1.96
3126,You connect to it wirelessly.,1.2
3127,"So you put your tiny box or your tiny rack in your house, and then you get your Kama body, and your Kama body runs the models on that.",7.02
3128,"It's close, right?",1.56
3129,"It's not, you don't have to go to some cloud, which is, you know, 30 milliseconds away.",3.04
3130,"You go to a thing, which is 0.1 milliseconds away.",3.3
3131,So the AI girlfriend will have like a central hub in the home.,4.16
3132,"I mean, eventually, if you fast forward 20, 30 years, the mobile chips will get good enough to run these AIs.",6.06
3133,"But fundamentally, it's not even a question of putting legs on a tiny box, because how are you getting 1.5 kilowatts of power on that thing, right?",7.72
3134,"So you need, they're very synergistic businesses.",3.6
3135,I also want to build all of Kama's training computers.,2.16
3136,Kama builds training computers right now.,2.08
3137,We use commodity parts.,1.86
3138,I think I can do it cheaper.,0.76
3139,"So we're gonna build, TinyCorp is gonna not just sell tiny boxes.",3.4
3140,"TinyBox is the consumer version, but I'll build training data centers too.",3.16
3141,Have you talked to Andrej Karpathy or have you talked to Elon about TinyCorp?,3.78
3142,He went to work at OpenAI.,0.96
3143,What do you love about Andrej Karpathy?,1.6
3144,"To me, he's one of the truly special humans we got.",4.06
3145,"Oh man, like, you know, his streams are just a level of quality so far beyond mine.",5.66
3146,"Like, I can't help myself.",1.22
3147,"Like, it's just, it's just, you know.",1.32
3148,"Yeah, he's good.",0.74
3149,He wants to teach you.,2.4
3150,Yeah.,0.22
3151,I want to show you that I'm smarter than you.,2.16
3152,"Yeah, he has no, that's, I mean, thank you for the sort of, the raw, authentic honesty.",6.3
3153,"I mean, a lot of us have that.",2.02
3154,I think Andrej is as legit as it gets in that he just wants to teach you.,3.52
3155,And there's a curiosity that just drives him.,2.5
3156,"And just like at his, at the stage where he is in life to be still like one of the best tinkerers in the world.",7.72
3157,It's crazy.,1.44
3158,"Like to, what is it?",2.4
3159,Micrograd?,0.42
3160,"Micrograd was, yeah, inspiration for TinyGrad.",2.48
3161,"And that whole, I mean, his CS231N was, this was the inspiration.",4.86
3162,This is what I just took and ran with and ended up writing this.,2.36
3163,"So, you know.",0.28
3164,"But I mean, to me that- Don't go work for Darth Vader, man.",3.08
3165,"I mean, the flip side to me is that the fact that he's going there is a good sign for OpenAI.",6.78
3166,Maybe.,0.18
3167,"I think, you know, I like Alias Discover a lot.",4.22
3168,"I like those, those guys are really good at what they do.",2.7
3169,I know they are.,1.08
3170,"And that's kind of what's even like more, and you know what?",2.8
3171,It's not that OpenAI doesn't open source the weights of GPT-4.,3.44
3172,It's that they go in front of Congress.,2.98
3173,And that is what upsets me.,1.88
3174,"You know, we had two effective altruist Sams go in front of Congress.",3.26
3175,One's in jail.,0.42
3176,I think you're drawing parallels on that.,2.08
3177,One's in jail.,0.64
3178,You're giving me a look.,0.98
3179,Give me a look.,0.96
3180,"No, I think effectual altruism is a terribly evil ideology.",2.88
3181,"Oh yeah, that's interesting.",0.9
3182,Why do you think that is?,0.74
3183,Why do you think there's something about a thing that sounds pretty good that kind of gets us into trouble?,6.6
3184,Because you get Sam Bangman-Fried.,1.46
3185,Like Sam Bangman-Fried is the embodiment of effective altruism.,3.04
3186,Utilitarianism is an abhorrent ideology.,2.28
3187,"Like, well, yeah, we're going to kill those three people to save 1,000, of course.",3.36
3188,Yeah.,0.26
3189,Right?,0.2
3190,"There's no underlying, like, there's just, yeah.",2.92
3191,"Yeah, but to me, that's a bit surprising.",2.34
3192,"But it's also, in retrospect, not that surprising.",4.58
3193,"But I haven't heard really clear kind of, like, rigorous analysis why effective altruism is flawed.",9.16
3194,"Oh, well, I think charity is bad, right?",1.86
3195,"So what is charity but investment that you don't expect to have a return on, right?",3.32
3196,"Yeah, but you can also think of charity as like, as you would like to see, to allocate resources in an optimal way to make a better world.",11.76
3197,And probably almost always that involves starting a company.,3.08
3198,Yeah.,0.4
3199,Right?,0.3
3200,Because- More efficient.,0.66
3201,Yeah.,0.24
3202,"If you just take the money and you spend it on malaria nets, you know, okay, great.",4.44
3203,You've made 100 malaria nets.,1.76
3204,But if you teach- Yeah.,1.46
3205,"I mean, how to fish.",0.8
3206,Right?,0.28
3207,Yeah.,0.16
3208,"No, but the problem is teaching a man how to fish might be harder.",3.0
3209,Starting a company might be harder than allocating money that you already have.,3.58
3210,"I like the flip side of effective altruism, effective accelerationism.",3.12
3211,I think accelerationism is the only thing that's ever lifted people out of poverty.,3.22
3212,The fact that food is cheap.,1.8
3213,"Not, we're giving food away because we are kindhearted people.",2.94
3214,"No, food is cheap.",1.18
3215,And that's the world you want to live in.,1.7
3216,"UBI, what a scary idea.",2.0
3217,What a scary idea.,1.34
3218,"All your power now, your money is power.",3.06
3219,Your only source of power is granted to you by the goodwill of the government.,3.22
3220,What a scary idea.,1.5
3221,"So you even think long-term, even- I'd rather die than need UBI to survive.",6.0
3222,And I mean it.,0.54
3223,What if survival is basically guaranteed?,2.3
3224,What if our life becomes so good?,1.76
3225,You can make survival guaranteed without UBI.,3.24
3226,What you have to do is make housing and food dirt cheap.,2.06
3227,And that's the good world.,1.42
3228,"And actually, let's go into what we should really be making dirt cheap, which is energy.",3.24
3229,"That energy that, you know, oh my God.",3.02
3230,If there's one- I'm pretty centrist politically.,3.7
3231,"If there's one political position I cannot stand, it's deceleration.",3.58
3232,It's people who believe we should use less energy.,2.06
3233,Not people who believe global warming is a problem.,1.6
3234,I agree with you.,0.56
3235,Not people who believe that saving the environment is good.,3.78
3236,I agree with you.,0.6
3237,But people who think we should use less energy.,2.54
3238,Energy usage is a moral bad.,1.88
3239,No.,0.16
3240,No.,0.38
3241,You are asking- you are diminishing humanity.,2.82
3242,"Yeah, energy is flourishing.",1.76
3243,A creative flourishing of the human species.,2.18
3244,How do we make more of it?,1.18
